address	end_address	manifest_next	name	historical_identity	area	provenance	source	profile	detail	object	object_symbol	object_size	boundary	result	differing_bytes	raw_equal	normalized_equal	unknown_relocations	relocation_count	object_sha256	cache_key	promotion_scope	target_gate	target_span_sha256
0x00104bbc	0x00104e48	0x00104e48	mtapGetConnection_00104bbc		multitap	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	frontend-pad; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_00104bbc	652	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	f2b6221346884d105866d91730301ea5217acae600c5c36f15288196e6f1f657
0x00105898	0x001059cc	0x001059cc	snes_p16_00105898		frontend-core	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	frontend-lifecycle; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_00105898	308	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	97f27ff6ebd90ddea7e212e46e68280119cbf4e12cec400501f725f737ce82d5
0x00105ae8	0x00105cb8	0x00105cb8	snes_p16_00105ae8		frontend-core	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	frontend-lifecycle; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_00105ae8	464	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	758e9d74a15d0e1b78550bbfc317b6367d8936764d64db357aea375ad8be33b3
0x00105e48	0x00106054	0x00106054	snes_p17_00105e48		frontend-core	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	frontend-lifecycle; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_00105e48	524	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	c6b3ed0d62f393fcbf770a9c08c64afee1cfa163693239718c663b61af68c4f9
0x001060dc	0x001064c0	0x001064c0	snes_p16_001060dc		frontend-core	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	frontend-lifecycle; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_001060dc	996	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	48ec716f4a5c942aef04d6582c99ff82b6aa2769b3f6f4c14ad7a365cc88ce1a
0x001064c0	0x00106824	0x00106824	snes_p16_001064c0		frontend-core	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	frontend-lifecycle; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_001064c0	868	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	e3d486d873eebe74de03768ece8480865d50c5fd9bc3218e5486dcfcbdb2d9c1
0x0010689c	0x00106bcc	0x00106bcc	snes_p16_0010689c		frontend-core	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	frontend-lifecycle; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_0010689c	816	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	8213811fdb82b4483026771f14cc391d4d58edafbc10d4337c31a53a092a2455
0x00107358	0x00107578	0x00107578	snes_p16_00107358		frontend-core	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	frontend-lifecycle; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_00107358	544	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	a8f984918924b89f4386d48850012a98942257795e4be985ba068c03b0f8d75b
0x0012cbd8	0x0012ce18	0x0012ce18	snes_p16_0012cbd8		snes-core-dsp	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	dsp1-float; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_0012cbd8	576	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	1b84bf63d7e4f5968b1a7d3887c2299204ea630e619b6ef3defcf0f1344f7c6e
0x0012d05c	0x0012d334	0x0012d334	snes_p17_0012d05c		snes-core-dsp	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	dsp1-float; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_0012d05c	728	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	89dab25ff724744a12db900fe72c6406c35b1465db5672bb3dd3246419e8a798
0x00151074	0x00151330	0x00151330	CMemory_Init	CMemory::Init	memory	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	memory-ps2; historical identity CMemory::Init retained; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_00151074	700	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	2e0e6aa18847dc3daa08c9da2749c4ea2d67e41645566e005bf32c029487a102
0x001584d0	0x00158974	0x00158974	CMemory_CheckForIPSPatch	CMemory::CheckForIPSPatch	memory-ppu	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	memory-ps2; historical identity CMemory::CheckForIPSPatch retained; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_001584d0	1188	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	7de442be5c33d220885032cebbc78efbf68d0774156b36a2266fda131ac2f545
0x00177a84	0x00177cec	0x00177cec	snes_p16_00177a84		cpu-audio-runtime	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	soundux-ps2; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_00177a84	616	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	49c5bb585ba22d0ff11502960680ab301902d8df4315aa7ba86f4095b1134542
