address	end_address	manifest_next	name	historical_identity	area	provenance	source	profile	detail	object	object_symbol	object_size	boundary	result	differing_bytes	raw_equal	normalized_equal	unknown_relocations	relocation_count	object_sha256	cache_key	promotion_scope	target_gate	target_span_sha256
0x0010d7dc	0x0010e33c	0x0010e33c	snes_p17_0010d7dc	S9xSetC4	frontend-core	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v81_final20_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	c4-core; historical identity S9xSetC4 retained; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v81-final20/objects/hunt1041_v81_final20_exact.o	v81_0010d7dc	2912	exact-next-boundary	MATCH	0	True	True		0	b65800999caa0df2f149c51bb28470c86033115d09ca3c7344bf30cc6a04b1f1	082eba5728af7c90076d1e8c302e0ba8c62de606a9d4c45faead6b03499f92db	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	c359e0e1703b848417d7277de9c79d4c63335d9a2e77d91c7961c1b6fc4d32cb
0x0012c558	0x0012cbd8	0x0012cbd8	snes_p17_0012c558		snes-core-dsp	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v81_final20_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	dsp1-float; manifest address/name retained without additional historical claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v81-final20/objects/hunt1041_v81_final20_exact.o	v81_0012c558	1664	exact-next-boundary	MATCH	0	True	True		0	b65800999caa0df2f149c51bb28470c86033115d09ca3c7344bf30cc6a04b1f1	082eba5728af7c90076d1e8c302e0ba8c62de606a9d4c45faead6b03499f92db	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	78caff4b71efff83f4bb83d0c9f15c20d4026cb13a5faf87bdb3ddd6d5696f90
0x001728d4	0x00173c24	0x00173c24	snapshot_Unfreeze	S9xUnfreezeZSNES	cpu-audio-runtime	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v81_final20_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	snapshot-zsnes; historical identity S9xUnfreezeZSNES retained; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v81-final20/objects/hunt1041_v81_final20_exact.o	v81_001728d4	4944	exact-next-boundary	MATCH	0	True	True		0	b65800999caa0df2f149c51bb28470c86033115d09ca3c7344bf30cc6a04b1f1	082eba5728af7c90076d1e8c302e0ba8c62de606a9d4c45faead6b03499f92db	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	08b41eb6d82dac36f0b2a2893c5e445e5cad09e295d46c69bcbaa147546f0352
0x00175300	0x00175cb4	0x00175cb4	snes_p17_00175300		cpu-audio-runtime	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v81_final20_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	soundux-ps2; manifest address/name retained without additional historical claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v81-final20/objects/hunt1041_v81_final20_exact.o	v81_00175300	2484	exact-next-boundary	MATCH	0	True	True		0	b65800999caa0df2f149c51bb28470c86033115d09ca3c7344bf30cc6a04b1f1	082eba5728af7c90076d1e8c302e0ba8c62de606a9d4c45faead6b03499f92db	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	a4009eee1ef43aa647aa6ccf7781cca84920b09ee285bf39976d883bdd218a99
0x00175cb4	0x00176578	0x00176578	snes_p16_00175cb4		cpu-audio-runtime	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v81_final20_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	soundux-ps2; manifest address/name retained without additional historical claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v81-final20/objects/hunt1041_v81_final20_exact.o	v81_00175cb4	2244	exact-next-boundary	MATCH	0	True	True		0	b65800999caa0df2f149c51bb28470c86033115d09ca3c7344bf30cc6a04b1f1	082eba5728af7c90076d1e8c302e0ba8c62de606a9d4c45faead6b03499f92db	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	4cb1aeeb75582d57cf95dbc1fc161b32ddc3f49ef5dad5a3efd530037de67260
0x00176594	0x00177a84	0x00177a84	snes_p16_00176594		cpu-audio-runtime	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v81_final20_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	soundux-ps2; manifest address/name retained without additional historical claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v81-final20/objects/hunt1041_v81_final20_exact.o	v81_00176594	5360	exact-next-boundary	MATCH	0	True	True		0	b65800999caa0df2f149c51bb28470c86033115d09ca3c7344bf30cc6a04b1f1	082eba5728af7c90076d1e8c302e0ba8c62de606a9d4c45faead6b03499f92db	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	76cbd25624054031c5351b8aa7106bc1ef76bd07ad7367dc0d557d5f2821e9a0
0x00177e6c	0x0017ec24	0x0017ec24	snes_p16_00177e6c		cpu-audio-runtime	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v81_final20_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	soundux-ps2; manifest address/name retained without additional historical claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v81-final20/objects/hunt1041_v81_final20_exact.o	v81_00177e6c	28088	exact-next-boundary	MATCH	0	True	True		0	b65800999caa0df2f149c51bb28470c86033115d09ca3c7344bf30cc6a04b1f1	082eba5728af7c90076d1e8c302e0ba8c62de606a9d4c45faead6b03499f92db	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	bba365ad79c5d0c571e2100ed75f01bfbc79befa7cc2efb8b75700995a7b288c
0x001806a4	0x00180b80	0x00180b80	snes_p17_001806a4		cpu-audio-runtime	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v81_final20_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	spc7110-cache; manifest address/name retained without additional historical claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v81-final20/objects/hunt1041_v81_final20_exact.o	v81_001806a4	1244	exact-next-boundary	MATCH	0	True	True		0	b65800999caa0df2f149c51bb28470c86033115d09ca3c7344bf30cc6a04b1f1	082eba5728af7c90076d1e8c302e0ba8c62de606a9d4c45faead6b03499f92db	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	5afc4b93158bfd754044add95c60a6029d2981f535515d6aae19576c064c6f0a
0x00180b80	0x001813f0	0x001813f0	snes_p16_00180b80		cpu-audio-runtime	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v81_final20_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	spc7110-cache; manifest address/name retained without additional historical claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v81-final20/objects/hunt1041_v81_final20_exact.o	v81_00180b80	2160	exact-next-boundary	MATCH	0	True	True		0	b65800999caa0df2f149c51bb28470c86033115d09ca3c7344bf30cc6a04b1f1	082eba5728af7c90076d1e8c302e0ba8c62de606a9d4c45faead6b03499f92db	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	1d3f4d0bc13f82fa410aab4dbf1a8da280f143aa8da7957091dcb3a7864682f5
0x00182984	0x001832a4	0x001832a4	snes_p16_00182984		cpu-audio-runtime	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v81_final20_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	spc7110-cache; manifest address/name retained without additional historical claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v81-final20/objects/hunt1041_v81_final20_exact.o	v81_00182984	2336	exact-next-boundary	MATCH	0	True	True		0	b65800999caa0df2f149c51bb28470c86033115d09ca3c7344bf30cc6a04b1f1	082eba5728af7c90076d1e8c302e0ba8c62de606a9d4c45faead6b03499f92db	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	b176d070a26a25e4f8c7d0fce0361ca3734447aa3d6dd2d6b98234e42e0d2ae6
